code,name,river,basin,state,district,division,lat,lon,rl_zero,warning_level,danger_level,hfl,hfl_date
022-mgd5ptn,Japla,Sone,Ganga,Jharkhand,PALAMAU,"Lower Ganga Division-II(LGD-II), Patna",24.566944444444445,83.97583333333334,122.0,124.09,125.09,128.04,1975-08-15
022-ugdhyd,Bhainsa(State Govt. Site),Suddavagu,Godavari,Telangana,NIRMAL,"Upper Godavari Division(UGD), Hyderabad",19.098888888888887,77.96055555555556,346.27,352.77,353.77,354.77,2023-07-27
022-ukdpune,Nagothane,Amba,West flowing rivers from Tapi to Tadri,Maharashtra,Raigad,"Upper Krishna Division(UKD), Pune",18.51888888888889,73.1563888888889,2.0,9.255,10.255,13.75,2005-07-25
022-wgdngp,Bhatpalli,Peddavagu,Godavari,Telangana,KUMURAM BHEEM,"Wainganga Division(WD), Nagpur",19.329722222222223,79.50416666666666,156.0,,,169.4,1986-08-13
023-CDBNG,HOGENAKKAL,Chinnar,Cauvery,Tamil Nadu,Dharmapuri,"Southern River Division(SRD), Coimbatore",12.121111111111112,77.78194444444445,252.0,253.0,254.0,257.41,2015-10-23
023-CDJAPR,Palwa,Chamla,Ganga,Madhya Pradesh,UJJAIN,"Chambal Division(CD), Jaipur",23.163888888888888,75.40972222222223,469.0,482.0,483.0,483.73,2023-09-17
023-DDASL,SIKATIYA  BARRAGE,Ajoy,Ganga,Jharkhand,DEOGHAR,"Damodar Division(DD), Asansol",24.15,86.25,0.0,,165.22,169.24,1995-09-27
023-ERDBWN,Jenapur,Brahmani,Brahmani and Baitarni,Odisha,JAJAPUR,"Eastern Rivers Division(ERD), Bhubaneswar",20.879722222222224,86.01083333333334,13.0,22.0,23.0,24.78,1975-08-20
023-HGDDDN,Dosni,Solani,Ganga,Uttarakhand,Haridwar,"Himalayan Ganga Division,Haridwar",29.78,77.9618888888889,239.0,243.5,244.5,247.8,2013-06-18
023-LBDJPG,Mekhliganj (R/B),Teesta,Brahmaputra,West Bengal,COOCH BEHAR,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.328888888888887,88.8625,60.0,65.45,65.95,66.62,2021-10-20
023-LGD3BEH,SARALPUR,Dwarka,Ganga,West Bengal,BIRBHUM,"Lower Ganga Division III(LGD-III), Berhampore",24.121747222222226,87.8047111111111,35.0,,,44.9,2024-09-17
023-LGDHYD,Saradaput,Sabari,Godavari,Odisha,MALKANGIRI,"Lower Godavari Division(LGD), Hyderabad",18.6125,82.14277777777778,224.0,233.0,234.0,239.767,1994-09-04
023-LKDHYD,Paleru Bridge,Paleru,Krishna,Andhra Pradesh,KRISHNA,"Lower Krishna Division(LKD), Hyderabad",16.948888888888888,80.04916666666666,70.357,,,80.5,2024-09-01
023-LYDAGRA,AGRA(POIYAGHAT),Yamuna,Ganga,Uttar Pradesh,AGRA,"Lower Yamuna Division(LYD), Agra",27.254166666666663,78.02305555555556,142.0,151.4,152.4,154.87,1978-09-09
023-MBDGHY,Kailashahar,Manu,Barak and Others,Tripura,Unakoti,"Meghna Division(MD), Silchar",24.316111111111116,91.99305555555556,14.91,24.34,25.34,25.95,2018-06-13
023-MDBURLA,Kantamal,Tel,Mahanadi,Odisha,BAUDH,"Mahanadi Division(MD), Burla",20.655,83.7275,118.0,,,132.86,2008-09-19
023-MDSIL,Sabrum,Muhari,Barak and Others,Tripura,SOUTH TRIPURA,"Meghna Division(MD), Silchar",22.99888888888889,91.72666666666667,0.0,,,,
023-MGD1LKN,Birdghat,Rapti,Ganga,Uttar Pradesh,GORAKHPUR,"Middle Ganga Division-I(MGD-I), Lucknow",26.72972222222222,83.34972222222221,60.0,73.98,74.98,77.54,1998-08-23
023-MGD3VNS,Goverdhey ghat,Sone,Ganga,Madhya Pradesh,HARDA,"Middle Ganga Division-III(MGD-III), Varanasi",23.769166666666667,81.20527777777778,348.0,,,358.8,2011-09-10
023-MGD5PTN,Indrapuri,Sone,Ganga,Bihar,ROHTAS,"Lower Ganga Division-II(LGD-II), Patna",24.83944444444444,84.13222222222221,102.4,107.2,108.2,108.85,1975-08-23
023-SWRDKOCHI,ASHRAMAM,Pazhayar,West flowing rivers from Tadri to Kanyakumari,Tamil Nadu,Kanyakumari,"Southern Western River Division(SWRD), Kochi",8.158333333333333,77.46000000000001,1.0,4.5,6.0,7.1,2021-11-14
023-TDSURAT,Surat,Tapi,Tapi,Gujarat,Surat,"Executive Engineer, Tapi Division, Surat",21.2,72.82,5.0,8.5,9.5,12.5,2006-08-06
023-UBDDIB,Bokajan,Dhansiri (South),Brahmaputra,Assam,KARBI ANGLONG,"Upper Brahmaputra Division (UBD), Dibrugarh",26.01944444444444,93.78972222222222,127.0,,133.3,135.13,1986-10-09
023-UGDHYD,Sriram Sagar Reservoir,Godavari,Godavari,Telangana,NIZAMABAD,"Upper Godavari Division(UGD), Hyderabad",18.97,78.33999999999999,0.0,,,,
023-chejmu,Dhamkund,Tawi,Indus,Jammu & Kashmir,RAMBAN,"Chenab Division(CD), Jammu",33.24305555555556,75.14583333333334,600.0,,,620.5,1988-09-26
023-mgd2lkn,Narora Down Stream,Ganga,Ganga,Uttar Pradesh,Buland Shahar,"Middle Ganga Division-II(MGD-II), Lucknow",28.191111111111116,78.4,172.52,177.765,178.765,180.01,2010-09-23
023-mgd4ptn,Basua,Kosi,Ganga,Bihar,SUPAUL,"Lower Ganga Division-I(LGD-I), Patna",26.10805555555556,86.52833333333334,38.0,46.75,47.75,49.24,2017-08-13
023-ukdpune,Niivali,Bav,West flowing rivers from Tapi to Tadri,Maharashtra,Ratnagiri,"Upper Krishna Division(UKD), Pune",17.066944444444445,73.45083333333334,0.455,9.4,11.0,15.155,2021-07-23
024- MDSIL,CHIRIPOOL,Barak,Barak and Others,Assam,CACHAR,"Meghna Division(MD), Silchar",24.80388888888889,93.02055555555556,17.0,,,,
024-CDBNG,BILIGUNDULU,Cauvery,Cauvery,Tamil Nadu,Dharmapuri,"Southern River Division(SRD), Coimbatore",12.182222222222222,77.7238888888889,255.0,264.0,265.0,266.2,2019-08-12
024-CDJAPR,Bangpura,Chapi,Ganga,Madhya Pradesh,RAJGARH,"Chambal Division(CD), Jaipur",24.109722222222224,76.40916666666668,360.0,367.5,368.5,371.01,2022-08-23
024-DDASL,Jamtara,Ajoy,Ganga,Jharkhand,JAMTARA,"Damodar Division(DD), Asansol",23.977777777777774,86.85499999999999,135.0,,,146.5,2000-09-20
024-HGDDDN,Raysi,Banganga,Ganga,Uttarakhand,Haridwar,"Himalayan Ganga Division,Haridwar",29.695,78.05944444444444,227.0,230.0,231.0,233.4,2013-06-18
024-HYDCHENNAI,Menangudi,Noolar,Cauvery,Tamil Nadu,Tiruvarur,"Hydrology Division(HD),Chennai",10.94888888888889,79.70361111111112,4.0,,,7.94,1997-11-10
024-LBDJPG,Chepan,Raidak-I,Brahmaputra,West Bengal,ALIPURDUAR,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.492222222222225,89.70083333333334,40.0,,,49.15,1973-10-13
024-LGD3BEH,BANPUR,Mathabhanga,Ganga,West Bengal,NADIA,"Lower Ganga Division III(LGD-III), Berhampore",23.453611111111112,88.75194444444445,3.0,,,11.265,2021-08-31
024-LGDHYD,Kunavaram,Godavari,Godavari,Andhra Pradesh,ALLURI SITHARAMA RAJU,"Lower Godavari Division(LGD), Hyderabad",17.5675,81.25,20.0,36.74,38.24,51.3,1986-08-16
024-LKDHYD,Prakasam Barrage,Krishna,Krishna,Andhra Pradesh,KRISHNA,"Lower Krishna Division(LKD), Hyderabad",16.5,80.6,13.73,,,,2003-10-07
024-LYDAGRA,RAJGHAT,Betwa,Ganga,Uttar Pradesh,LALITPUR,"Lower Yamuna Division(LYD), Agra",24.76805555555556,78.23611111111111,335.0,,,354.05,1983-09-10
024-MDBURLA,RAJIM,Mahanadi,Mahanadi,Chhattisgarh,GARIABAND,"Mahanadi Division(MD), Burla",20.975,81.88055555555555,275.0,,,283.55,1980-09-18
024-MGD1LKN,Bhinga,Rapti,Ganga,Uttar Pradesh,SHRAWASTI,"Middle Ganga Division-I(MGD-I), Lucknow",27.68638888888889,81.82555555555555,111.0,118.5,119.5,120.81,2022-10-08
024-MGD3VNS,Jhokho,Gopad,Ganga,Madhya Pradesh,SIDHI,"Middle Ganga Division-III(MGD-III), Varanasi",24.42638888888889,82.20611111111111,0.0,,,224.4,2003-09-03
024-MGD4PTN,Baltara,Kosi,Ganga,Bihar,KHAGARIA,"Lower Ganga Division-I(LGD-I), Patna",25.540000000000003,86.72472222222223,25.5,32.85,33.85,36.4,1987-08-15
024-SWRDKOCHI,CHAKKALAKUTH,Kudhirapuzha,West flowing rivers from Tadri to Kanyakumari,Kerala,MALAPPURAM,"Southern Western River Division(SWRD), Kochi",11.264166666666666,76.23861111111111,10.0,17.9,18.9,20.315,2019-08-09
024-TDSURAT,GADAT,Ambika,West flowing rivers from Tapi to Tadri,Gujarat,Surat,"Executive Engineer, Tapi Division, Surat",20.85611111111111,72.98472222222222,1.5,,,13.985,1994-06-16
024-UBDDIB,Numaligarh,Dhansiri (South),Brahmaputra,Assam,GOLAGHAT,"Upper Brahmaputra Division (UBD), Dibrugarh",26.63111111111111,93.73055555555555,71.0,77.42,78.42,80.16,2018-08-02
024-UGDHYD,Gandlapet,Peddavagu,Godavari,Telangana,NIZAMABAD,"Upper Godavari Division(UGD), Hyderabad",18.82111111111111,78.43805555555556,310.0,315.63,316.63,317.63,2023-07-27
024-mgd5pat,Daltonganj,North_Koel,Ganga,Jharkhand,PALAMAU,"Lower Ganga Division-II(LGD-II), Patna",24.03305555555556,84.06361111111111,205.0,208.0,209.0,210.91,1976-09-17
024-wgdngp,Mirdapalli,Indravathi,Godavari,Maharashtra,Gadchiroli,"Wainganga Division(WD), Nagpur",19.383333333333333,80.55,0.0,,,241.0,2022-08-17
025-CDJAPR,Sonkatch,Kalisindh,Ganga,Madhya Pradesh,DEWAS,"Chambal Division(CD), Jaipur",22.981111111111108,76.34388888888888,446.0,460.0,461.0,458.78,2022-08-10
025-DDASL,GHEROPARA,Ajoy,Ganga,West Bengal,BIRBHUM,"Damodar Division(DD), Asansol",23.61805555555556,87.70305555555557,34.0,38.42,39.42,43.94,1978-09-27
025-HGDDDN,Chhinka,Alaknanda,Ganga,Uttarakhand,Chamoli,"Himalayan Ganga Division,Haridwar",30.41361111111111,79.36638888888888,995.0,1005.2,1006.2,1014.42,2013-06-17
025-HYDCHENNAI,Thengudi,Thirumalairajanar,Cauvery,Tamil Nadu,Tiruvarur,"Hydrology Division(HD),Chennai",10.916111111111112,79.63916666666667,5.0,,,9.62,2008-11-28
025-LBDJPG,Tufanganj,Raidak-I,Brahmaputra,West Bengal,COOCH BEHAR,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.308611111111112,89.68194444444445,26.7,34.22,35.3,36.5,2017-08-12
025-LGD3BEH,BAJITPUR,Ichamati,Ganga,West Bengal,NORTH 24 PARGANAS,"Lower Ganga Division III(LGD-III), Berhampore",23.208055555555557,88.73194444444445,0.0,,,12.12,2024-09-17
025-LKDHYD,Vijayawada,Krishna,Krishna,Andhra Pradesh,KRISHNA,"Lower Krishna Division(LKD), Hyderabad",16.50111111111111,80.625,8.152,,,19.582,2024-09-02
025-MBDGHY,Pandu,Brahmaputra,Brahmaputra,Assam,KAMRUP,"Middle Brahmaputra Division (MBD), Guwahati",26.17527777777778,91.66944444444444,39.0,,,49.88,1998-09-06
025-MDBURLA,Seorinarayan,Mahanadi,Mahanadi,Chhattisgarh,JANJGIR - CHAMPA,"Mahanadi Division(MD), Burla",21.71833333333333,82.5975,209.5,,,224.635,2003-08-30
025-MGD1LKN,Kakrahi,Burhi Rapti,Ganga,Uttar Pradesh,SIDDHARTHNAGAR,"Middle Ganga Division-I(MGD-I), Lucknow",27.236666666666668,82.9961111111111,73.0,84.65,85.65,88.97,1998-08-22
025-MGD3VNS,Duddhi,Kanhar,Ganga,Uttar Pradesh,SONBHADRA,"Middle Ganga Division-III(MGD-III), Varanasi",24.224166666666665,83.26972222222223,200.0,,,210.54,2016-08-13
025-SWRDKOCHI,PERUVAMPADAM,Chaliyar,West flowing rivers from Tapi to Tadri,Kerala,MALAPPURAM,"Southern Western River Division(SWRD), Kochi",11.3153,76.19635000000001,18.0,26.5,27.5,28.1,2018-08-14
025-UBDDIB,Gelabil,Doyang,Brahmaputra,Assam,GOLAGHAT,"Upper Brahmaputra Division (UBD), Dibrugarh",26.244444444444447,93.97277777777778,90.0,,,99.34,1999-08-29
025-UGDHYD,Mancherial,Godavari,Godavari,Telangana,ADILABAD,"Upper Godavari Division(UGD), Hyderabad",18.85027777777778,79.44444444444444,124.316,133.316,134.816,139.136,2022-07-14
025-WGDNGP,Kanhargaon,Penganga,Godavari,Maharashtra,Hingoli,"Wainganga Division(WD), Nagpur",19.961666666666662,77.14833333333334,465.015,,,478.035,2006-08-06
025-lgdhyd,Koida,Godavari,Godavari,Andhra Pradesh,ELURU,"Lower Godavari Division(LGD), Hyderabad",17.482499999999998,81.38666666666667,13.0,53.0,55.0,60.26,1986-08-16
025-mgd2lkn,Haidergarh,Gomti,Ganga,Uttar Pradesh,BARABANKI,"Middle Ganga Division-II(MGD-II), Lucknow",26.65583333333333,81.34972222222221,92.0,,,100.62,
025-mgd4ptn,Kursela,Kosi,Ganga,Bihar,KATIHAR,"Lower Ganga Division-I(LGD-I), Patna",25.424722222222226,87.23416666666667,23.0,29.0,30.0,32.1,1982-09-07
025-mgd5ptn,Mohammad Ganj,North_Koel,Ganga,Jharkhand,PALAMAU,"Lower Ganga Division-II(LGD-II), Patna",24.430833333333336,83.86222222222221,138.0,144.52,145.52,146.66,2016-08-19
025-ukdpune,Phulgaon,Bhima,Krishna,Maharashtra,Pune,"Upper Krishna Division(UKD), Pune",18.66638888888889,74.00166666666667,537.0,548.0,549.0,549.95,1997-08-23
026- MDSIL,SIBAPUR,Barak,Barak and Others,Assam,CACHAR,"Meghna Division(MD), Silchar",24.784444444444446,92.90722222222225,7.0,,,24.12,2022-06-21
026--ukdpune,Ganjem,Madai,West flowing rivers from Tapi to Tadri,Goa,NORTH GOA,"Cauvery Division, Bangaluru",15.470833333333331,74.09916666666666,0.0,8.75,9.75,14.6,2021-07-23
026-CDJAPR,Astha,Parwati,Ganga,Madhya Pradesh,SEHORE,"Chambal Division(CD), Jaipur",23.03611111111111,76.73555555555555,469.0,482.0,483.0,481.8,2023-09-22
026-DDASL,NUTANHAT,Ajoy,Ganga,West Bengal,PURBA BARDHAMAN,"Damodar Division(DD), Asansol",23.54555555555556,87.90694444444445,13.0,,,24.42,1978-09-28
026-HGDDDN,Roorkee,Solani,Ganga,Uttarakhand,Haridwar,"Himalayan Ganga Division,Haridwar",29.88,77.89750000000001,255.0,260.5,261.5,262.35,2023-07-11
026-HYDCHENNAI,Porakudi,Arasalar,Cauvery,Tamil Nadu,Nagapattinam,"Hydrology Division(HD),Chennai",10.903611111111111,79.70722222222223,2.0,,,7.2,2008-11-28
026-LBDJPG,Nagrakata,Jaldhaka,Brahmaputra,West Bengal,JALPAIGURI,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.870555555555555,88.89555555555556,155.32,,,160.8,1978-10-13
026-LGD3BEH,BANGAON,Ichamati,Ganga,West Bengal,NORTH 24 PARGANAS,"Lower Ganga Division III(LGD-III), Berhampore",23.04638888888889,88.83111111111111,0.0,,,8.06,2024-09-27
026-LKDHYD,Halia,Halia,Krishna,Telangana,NALGONDA,"Lower Krishna Division(LKD), Hyderabad",16.78805555555556,79.33972222222222,127.9,,,134.405,1991-09-23
026-MDBURLA,Kurubhata,Mand,Mahanadi,Chhattisgarh,RAIGARH,"Mahanadi Division(MD), Burla",21.981111111111108,83.21055555555556,213.5,,,220.4,2020-08-28
026-MGD1LKN,Basti,Kwano,Ganga,Uttar Pradesh,BASTI,"Middle Ganga Division-I(MGD-I), Lucknow",26.784444444444446,82.7125,73.0,82.64,83.64,84.62,1998-08-23
026-MGD5PTN,Koelwar,Sone,Ganga,Bihar,PATNA,"Lower Ganga Division-II(LGD-II), Patna",25.57138888888889,84.79777777777778,46.0,54.52,55.52,58.88,1971-07-20
026-SWRDKOCHI,POOKKAYAM,Chandragiri,West flowing rivers from Tadri to Kanyakumari,Kerala,KASARAGOD,"Southern Western River Division(SWRD), Kochi",12.458458333333333,75.27633888888889,29.0,36.2,37.2,,
026-UBDDIB,Golaghat,Dhansiri (South),Brahmaputra,Assam,GOLAGHAT,"Upper Brahmaputra Division (UBD), Dibrugarh",26.503611111111116,93.95166666666668,80.0,88.5,89.5,92.45,1986-10-11
026-UYDDEL,Kuthnaur,Yamuna,Ganga,Uttarakhand,Uttarkashi,"Upper Yamuna Division(UYD), New Delhi",30.874166666666667,78.30333333333333,1423.73,1427.5,1428.0,1429.3,2025-07-03
026-WGDNGP,Mangrul,Aran,Godavari,Maharashtra,Yavatmal,"Wainganga Division(WD), Nagpur",20.18888888888889,77.98666666666666,279.375,,,290.385,2002-08-26
026-lgdhyd,Polavaram site,Godavari,Godavari,Andhra Pradesh,ELURU,"Lower Godavari Division(LGD), Hyderabad",17.245833333333334,81.65972222222223,10.897,,,28.017,1986-08-16
026-mgd2lkn,Maigalganj,GOMTI,Ganga,Uttar Pradesh,Lakhimpur Kheri,"Middle Ganga Division-II(MGD-II), Lucknow",27.738333333333333,80.26694444444445,130.0,,,139.48,
026-mgd4ptn,Galgalia,Mechi,Ganga,Bihar,KISHANGANJ,"Lower Ganga Division-I(LGD-I), Patna",26.51972222222222,88.10583333333332,78.0,81.3,82.3,83.66,
026-ugdhyd,Kaddam Dam,Kaddam vagu,Godavari,Telangana,ADILABAD,"Upper Godavari Division(UGD), Hyderabad",19.1,78.78999999999999,0.0,,,,
027- MDSIL,KALAIN,Barak,Barak and Others,Assam,CACHAR,"Meghna Division(MD), Silchar",24.973055555555558,92.55638888888888,7.0,,,17.75,2022-05-14
027-DDASL,Phulberia,Totka & Jamuna,Ganga,West Bengal,PURULIYA,"Damodar Division(DD), Asansol",22.91916666666667,86.62694444444443,127.0,,,135.3,1988-06-27
027-HGDDDN,Gangnani,Bhagirathi,Ganga,Uttarakhand,Uttarkashi,"Himalayan Ganga Division,Haridwar",30.896666666666665,78.67750000000001,1837.0,1843.0,1844.0,1847.5,1960-08-15
027-HYDCHENNAI,Gopurajapuram,Puravidaiyanar,Cauvery,Tamil Nadu,Nagapattinam,"Hydrology Division(HD),Chennai",10.850555555555555,79.78944444444444,-2.0,,,3.6,1983-12-24
027-LBDJPG,Jaldhaka NH-31,Jaldhaka,Brahmaputra,West Bengal,JALPAIGURI,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.56972222222222,88.9375,74.0,80.0,80.9,81.33,1972-07-28
027-LGD3BEH,TARINIPUR,Ichamati,Ganga,West Bengal,NORTH 24 PARGANAS,"Lower Ganga Division III(LGD-III), Berhampore",22.889666666666667,88.87955555555556,0.0,,,5.92,2024-10-10
027-LGDHYD,GodavariRlyBridge(Rajahmundry),Godavari,Godavari,Andhra Pradesh,EAST GODAVARI,"Lower Godavari Division(LGD), Hyderabad",17.006944444444443,81.76694444444445,0.0,17.68,19.51,20.48,
027-LKDHYD,Marella,Gundlakamma,East flowing rivers between Mahanadi and Pennar,Andhra Pradesh,PRAKASAM,"Lower Krishna Division(LKD), Hyderabad",15.881944444444445,79.91000000000001,28.0,,36.0,36.18,2010-05-20
027-MAHGAND,Chitrasani,Balaram,West flowing rivers of Kutch and Saurashtra including Luni,Gujarat,Banaskantha,"Executive Engineer, Mahi Divison, Gandhinagar",24.28888888888889,72.49833333333333,184.0,,,190.77,2015-07-29
027-MDBURLA,Basantpur,Mahanadi,Mahanadi,Chhattisgarh,JANJGIR - CHAMPA,"Mahanadi Division(MD), Burla",21.7275,82.78805555555556,206.0,,,219.82,1980-09-20
027-MGD3VNS,Churhat,Son,Ganga,Madhya Pradesh,SIDHI,"Middle Ganga Division-III(MGD-III), Varanasi",24.372777777777777,81.60333333333332,236.0,,,246.5,2020-08-19
027-MGD5PTN,Maner,Sone,Ganga,Bihar,PATNA,"Lower Ganga Division-II(LGD-II), Patna",25.72732222222222,84.868,43.0,51.0,52.0,53.79,1976-09-10
027-SWRDKOCHI,THOTTATHINKADAVU,Iruvazhinjipuzha,West flowing rivers from Tadri to Kanyakumari,Kerala,KOZHIKODE,"Southern Western River Division(SWRD), Kochi",11.361944444444443,76.00194444444445,2.0,15.8,16.8,,
027-TDSURAT,OZERKHEDA,Wagh,West flowing rivers from Tapi to Tadri,Maharashtra,Nashik,"Executive Engineer, Tapi Division, Surat",20.10027777777778,73.27111111111111,80.1,,,96.1,2004-08-04
027-UBDDIB,Seppa,Kamang,Brahmaputra,Arunachal Pradesh,EAST KAMENG,"Upper Brahmaputra Division (UBD), Dibrugarh",27.358611111111117,93.03972222222222,325.0,,,342.6,1998-06-26
027-UYDDEL,Purola,Kamal,Ganga,Uttarakhand,Uttarkashi,"Upper Yamuna Division(UYD), New Delhi",30.79805555555556,78.115,1194.57,1197.0,1197.5,1198.52,2022-08-11
027-cdbng,BANTWAL,Netravathi,West flowing rivers from Tadri to Kanyakumari,Karnataka,Dakshin Kannada,"Southern Western River Division(SWRD), Kochi",12.880833333333332,75.0411111111111,0.0,7.0,9.0,13.55,1974-07-26
027-cdjapr,Anthara,Ghodapachhad,Ganga,Rajasthan,BUNDI,"Chambal Division(CD), Jaipur",25.39388888888889,75.77722222222222,0.0,233.0,235.0,235.1,2017-08-09
027-mgd2lkn,Ramsanehi Ghat,Kalyani,Ganga,Uttar Pradesh,BARABANKI,"Middle Ganga Division-II(MGD-II), Lucknow",26.789722222222224,81.56416666666667,94.0,,,106.88,
027-mgd4ptn,Chargharia,Mahananda,Ganga,Bihar,KISHANGANJ,"Lower Ganga Division-I(LGD-I), Patna",26.157777777777778,87.70472222222223,43.0,45.94,46.94,48.85,2017-08-13
027-ugdhyd,Sripada Yellampalli Project,Godavari,Godavari,Telangana,KARIMNAGAR,"Upper Godavari Division(UGD), Hyderabad",18.844166666666663,79.37277777777777,0.0,,,,
027-ukdpune,Collem,Khadepar,West flowing rivers from Tapi to Tadri,Goa,SOUTH GOA,"Cauvery Division, Bangaluru",15.338611111111112,74.24833333333333,65.0,70.0,71.0,73.5,2021-07-23
028- MDSIL,NEAIRGRAM,Barak,Barak and Others,Assam,CACHAR,"Meghna Division(MD), Silchar",24.76222222222222,92.83694444444444,6.0,,,,
028-HGDDDN,Harshil,Bhagirathi,Ganga,Uttarakhand,Uttarkashi,"Himalayan Ganga Division,Haridwar",31.034722222222225,78.75027777777778,2485.0,2494.5,2495.5,2494.5,2013-06-16
028-HYDCHENNAI,Nandalur,Cheyyeru,Pennar,Andhra Pradesh,CUDDAPAH,"Hydrology Division(HD),Chennai",14.254722222222222,79.11638888888888,133.0,136.62,137.62,138.12,2021-11-19
028-LBDJPG,Mathabhanga,Jaldhaka,Brahmaputra,West Bengal,COOCH BEHAR,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.325277777777774,89.23444444444445,40.0,47.7,48.2,49.85,2007-09-07
028-LGD3BEH,JIAGANG,Bhagirathi-II (WB)*,Ganga,West Bengal,MURSHIDABAD,"Lower Ganga Division III(LGD-III), Berhampore",24.234722222222224,88.26361111111112,10.0,,,20.81,2019-10-02
028-LGDHYD,Dowlaiswaram (State Govt Site),Godavari,Godavari,Andhra Pradesh,EAST GODAVARI,"Lower Godavari Division(LGD), Hyderabad",16.938333333333333,81.7825,10.67,14.25,16.08,18.36,1986-08-16
028-LKDHYD,Doddipadu,Hundri,Krishna,Andhra Pradesh,KURNOOL,"Lower Krishna Division(LKD), Hyderabad",15.739999999999998,78.00805555555556,285.803,,,,
028-MAHGAND,Abu Road,Banas,West flowing rivers of Kutch and Saurashtra including Luni,Rajasthan,SIROHI,"Executive Engineer, Mahi Divison, Gandhinagar",24.49361111111111,72.79027777777777,252.0,258.0,259.0,265.4,1973-08-31
028-MDBURLA,Surajgarh,Mahanadi,Mahanadi,Chhattisgarh,RAIGARH,"Mahanadi Division(MD), Burla",21.69361111111111,83.37722222222222,188.0,,,201.06,2020-08-30
028-MGD1LKN,Jauljibi,Gauri Ganga,Ganga,Uttarakhand,Pithoragarh,"Middle Ganga Division-I(MGD-I), Lucknow",29.760555555555555,80.36944444444444,600.0,606.3,607.3,607.9,2020-07-19
028-MGD2lkn,Todarpur,Sukheta,Ganga,Uttar Pradesh,HARDOI,"Middle Ganga Division-II(MGD-II), Lucknow",27.584722222222226,79.995,137.0,,,143.07,
028-MGD3VNS,NARAYANPUR,Ganga,Ganga,Uttar Pradesh,MIRZAPUR,"Middle Ganga Division-III(MGD-III), Varanasi",25.20777777777778,83.01138888888889,46.0,,,74.91,2021-08-13
028-MGD5PTN,Farakka(FF),Ganga,Ganga,West Bengal,MURSHIDABAD,"Lower Ganga Division-II(LGD-II), Patna",24.8,87.92,0.0,21.25,22.25,25.14,1998-09-07
028-SWRDKOCHI,KALATHUKADAVU,Meenachil,West flowing rivers from Tapi to Tadri,Kerala,KOTTAYAM,"Southern Western River Division(SWRD), Kochi",9.719722222222222,76.77833333333334,22.0,24.8,25.8,26.3,2020-08-07
028-TDSURAT,MADHUBAN DAM,Daman Ganga,West flowing rivers from Tapi to Tadri,Gujarat,Valsad,"Executive Engineer, Tapi Division, Surat",20.19,73.06,41.0,,,,
028-UBDDIB,Bana,Kamang,Brahmaputra,Arunachal Pradesh,WEST KAMENG,"Upper Brahmaputra Division (UBD), Dibrugarh",26.99999999996205,94.00000000002788,0.0,,,,
028-UYDDEL,Aglarpul,Aglar,Ganga,Uttarakhand,Tehri Garhwal,"Upper Yamuna Division(UYD), New Delhi",30.514444444444443,77.99972222222222,686.8,688.5,689.0,689.7,2024-07-27
028-ddasl,Simulia,Kangsabati,Ganga,West Bengal,PURULIYA,"Damodar Division(DD), Asansol",23.28777777777778,86.36027777777777,203.0,206.12,207.12,207.8,1990-10-05
028-mgd4ptn,Taibpur,Mahananda,Ganga,Bihar,KISHANGANJ,"Lower Ganga Division-I(LGD-I), Patna",26.3925,88.1575,60.0,65.0,66.0,67.26,2022-06-29
028-ukdpune,Sarati,Nira,Krishna,Maharashtra,Pune,"Upper Krishna Division(UKD), Pune",17.911944444444444,75.0075,466.128,474.128,475.128,477.808,2020-10-15
028-wgdngp,Sirpur (Town),Wardha,Godavari,Telangana,KUMURAM BHEEM,"Wainganga Division(WD), Nagpur",19.509722222222223,79.58638888888889,145.16,159.95,160.95,162.74,2023-07-29
029-CDJAPR,Barodiya,Ujar,Ganga,Rajasthan,JHALAWAR,"Chambal Division(CD), Jaipur",24.433611111111112,76.34055555555555,317.0,323.0,324.0,322.82,2025-07-28
029-DDASL,Tusuma,Kangsabati,Ganga,West Bengal,PURULIYA,"Damodar Division(DD), Asansol",23.104444444444447,86.66166666666668,134.32,140.28,141.28,145.3,1992-09-27
029-ERDBWN,Purusottampur,Rushikulya,East flowing rivers between Mahanadi and Pennar,Odisha,GANJAM,"Eastern Rivers Division(ERD), Bhubaneswar",19.516666666666666,84.88333333333334,8.0,15.835,16.835,19.655,1990-11-04
029-HGDDDN,Gaurikund,Mandakini,Ganga,Uttarakhand,Rudraprayag,"Himalayan Ganga Division,Haridwar",30.654444444444444,79.02805555555555,1970.0,1975.8,1976.8,1977.35,2013-06-17
029-LBDJPG,Hasimara,Torsa,Brahmaputra,West Bengal,ALIPURDUAR,"Lower Brahmaputra Division (LBD), Jalpaiguri",26.729166666666664,89.32583333333334,110.0,116.3,116.9,118.5,1996-07-13
029-LKDHYD,Suddakal,Dindi,Krishna,Telangana,NAGARKURNOOL,"Lower Krishna Division(LKD), Hyderabad",16.572777777777777,78.42333333333333,427.7,431.2,432.2,431.22,2025-08-14
